,word,frequency
268,faces,1
269,trade,22
270,launched,4
271,president,26
272,trump,52
273,non,5
274,british,4
275,person,8
276,become,5
277,governor,11
278,300,3
279,history,3
280,took,10
281,job,7
282,2013,3
283,previously,3
284,steered,1
285,home,10
286,great,4
287,recession,9
288,poached,1
289,britain,1
290,top,8
291,banking,2
292,unlike,2
293,hopefuls,1
294,held,5
295,political,16
296,office,10
297,still,11
298,contest,5
299,replace,4
300,outgoing,1
301,justin,7
302,trudeau,30
303,handily,1
304,must,5
305,toughest,2
306,challenges,3
307,yet,4
308,escalating,1
309,biggest,1
310,trading,5
311,partner,2
312,united,5
313,states,7
314,holding,2
315,role,9
316,fight,4
317,federal,12
318,election,25
319,scheduled,5
320,october,7
321,many,23
322,expect,1
323,early,6
324,month,14
325,although,3
326,travelled,1
327,globe,1
328,working,8
329,goldman,1
330,sachs,1
331,places,1
332,like,22
333,new,34
334,york,7
335,london,8
336,tokyo,1
337,born,3
338,northern,2
339,town,6
340,fort,1
341,smith,2
342,northwest,1
343,territories,1
344,son,1
345,school,6
346,principal,1
347,went,3
348,harvard,1
349,university,19
350,scholarship,1
351,played,4
352,canadian,17
353,sports,1
354,ice,7
355,hockey,3
356,1995,2
357,earned,1
358,phd,1
359,economics,1
360,oxford,1
361,2003,1
362,left,16
363,private,3
364,sector,3
365,join,1
366,deputy,5
367,worked,3
368,finance,6
369,senior,2
370,associate,2
371,2007,1
372,appointed,2
373,shortly,3
374,markets,3
375,crashed,1
376,sending,2
377,deep,3
378,widely,1
379,praised,2
380,helping,2
381,avoid,3
382,worst,2
383,crisis,5
384,bankers,1
385,notoriously,1
386,circumspect,1
387,open,2
388,intentions,1
389,interest,6
390,rates,6
391,dramatically,2
392,move,5
393,credited,2
394,businesses,4
395,investing,1
396,sank,1
397,go,9
398,take,9
399,similar,2
400,lured,1
401,back,14
402,threadneedle,1
403,street,2
404,headquarters,1
405,oversaw,1
406,considerable,1
407,changes,6
408,institution,1
409,tenure,1
410,assumed,1
411,responsibility,1
412,financial,11
413,regulation,1
414,abolition,1
415,services,6
416,authority,3
417,modernising,1
418,appearing,2
419,frequently,1
420,media,13
421,predecessor,1
422,2015,2
423,reduced,2
424,number,4
425,rate,6
426,meetings,3
427,12,4
428,eight,4
429,publishing,1
430,minutes,2
431,alongside,2
432,announcement,2
433,decisions,1
434,anchored,1
435,historic,1
436,lows,1
437,introduced,2
438,policy,2
439,forward,5
440,guidance,3
441,try,2
442,support,27
443,economy,14
444,encourage,2
445,lending,1
446,pledging,2
447,raise,1
448,unemployment,1
449,fell,2
450,confusion,1
451,saw,5
452,mp,3
453,compare,1
454,boyfriend,1
455,monicker,1
456,stuck,1
457,around,17
458,original,1
459,controversy,3
460,died,13
461,previous,3
462,governors,1
463,generally,1
464,kept,1
465,profile,1
466,controversial,1
467,interventions,2
468,ahead,2
469,two,26
470,big,6
471,constitutional,3
472,referendums,1
473,2014,2
474,warned,9
475,independent,4
476,scotland,1
477,might,7
478,surrender,1
479,powers,1
480,uk,13
481,wanted,3
482,continue,6
483,using,4
484,pound,2
485,brexit,3
486,referendum,1
487,vote,12
488,leave,8
489,eu,3
490,could,23
491,spark,1
492,wake,3
493,david,3
494,cameron,1
495,resigned,5
496,plunged,1
497,addressed,2
498,nation,2
499,bid,2
500,reassure,1
501,operate,1
502,normal,4
503,described,7
504,day,10
505,contingency,1
506,plans,4
507,put,5
508,place,6
509,effectively,1
510,cut,7
511,25,6
512,restarted,1
513,quantitative,1
514,easing,1
515,programme,3
516,final,3
517,week,16
518,march,6
519,2020,1
520,acutest,1
521,phase,5
522,covid,2
523,pandemic,2
524,mr,40
525,shock,4
526,temporary,1
527,gave,6
528,plenty,1
529,dealing,3
530,imposed,7
531,steep,4
532,tariffs,23
533,returning,1
534,january,11
535,suggested,6
536,america,10
537,annex,2
538,powerful,1
539,neighbour,4
540,2011,2
541,18,2
542,chair,2
543,stability,3
544,board,12
545,co,4
546,ordinated,1
547,work,9
548,regulatory,1
549,authorities,17
550,world,12
551,giving,2
552,policies,4
553,presidency,1
554,g20,2
555,pitch,1
556,side,8
557,view,1
558,stage,7
559,known,4
560,advocate,1
561,environmental,1
562,sustainability,2
563,2019,1
564,became,5
565,un,3
566,special,1
567,envoy,1
568,climate,5
569,change,9
570,2021,5
571,glasgow,1
572,alliance,2
573,net,1
574,zero,1
575,grouping,1
576,banks,2
577,institutions,2
578,combat,1
579,ambitions,1
580,rumoured,1
581,years,21
582,recently,5
583,59,2
584,old,10
585,brushed,1
586,idea,3
587,circus,1
588,clown,1
589,reporter,1
590,2012,2
591,changed,3
592,however,9
593,stepped,2
594,chrystia,2
595,freeland,4
596,quit,4
597,cabinet,2
598,sparking,2
599,party,26
600,squabble,1
601,coupled,1
602,tanking,1
603,poll,2
604,led,9
605,announce,1
606,resignation,2
607,intended,2
608,personal,6
609,friend,3
610,ran,2
611,race,8
612,landslide,2
613,pitching,1
614,best,2
615,equipped,1
616,canadians,7
617,goods,11
618,know,10
619,manage,1
620,debate,1
621,late,3
622,last,33
623,situation,2
624,terms,1
625,management,4
626,negotiating,2
627,skills,2
628,opened,1
629,criticism,2
630,rivals,2
631,conservatives,12
632,accused,9
633,lying,3
634,moving,4
635,investment,4
636,firm,5
637,brookfield,2
638,asset,2
639,head,4
640,toronto,2
641,though,8
642,says,31
643,recent,6
644,formal,2
645,decision,6
646,relocate,2
647,pushed,3
648,disclose,1
649,assets,1
650,currently,3
651,elected,6
652,member,9
653,parliament,7
654,team,4
655,comply,1
656,applicable,1
657,rules,2
658,guidelines,4
659,smoke,1
660,clouds,1
661,loom,1
662,motorway,1
663,blaze,1
664,breaks,1
665,jayne,11
666,excessive,2
667,hoarding,10
668,husband,5
669,got,4
670,bad,1
671,sleep,2
672,half,7
673,bed,3
674,three,14
675,four,9
676,foot,3
677,boxes,4
678,mum,2
679,collecting,1
680,fill,2
681,gap,4
682,behind,4
683,life,14
684,estimated,1
685,20,7
686,people,35
687,thought,7
688,disorder,2
689,trying,4
690,technique,1
691,release,2
692,millstone,2
693,neck,3
694,relapse,3
695,instead,7
696,usual,4
697,method,1
698,throwing,2
699,away,11
700,getting,6
701,help,11
702,reuse,1
703,repurpose,1
704,stuff,6
705,hoard,1
706,75,1
707,way,11
708,find,6
709,pleasure,3
710,widowed,1
711,single,3
712,teenage,1
713,children,5
714,items,3
715,holds,1
716,collection,4
717,ornamental,1
718,cats,2
719,enjoyment,1
720,missing,2
721,death,20
722,almost,9
723,30,3
724,cried,2
725,every,9
726,retired,1
727,librarian,1
728,wish,1
729,enemy,1
730,going,9
731,shopping,2
732,trips,1
733,buying,1
734,nice,1
735,helped,4
736,grief,2
737,looking,5
738,recalled,1
739,money,5
740,occupied,3
741,overcompensated,1
742,dealt,2
743,felt,5
744,happier,1
745,came,7
746,trip,1
747,car,11
748,get,13
749,anything,2
750,else,3
751,found,14
752,sleeping,4
753,piled,2
754,4ft,1
755,2m,1
756,needed,4
757,room,3
758,six,4
759,whole,3
760,house,12
761,realise,2
762,addiction,1
763,organisation,2
764,uses,3
765,hoarded,1
766,stop,5
767,landfill,1
768,animal,1
769,lover,1
770,boxing,2
771,collectables,1
772,far,7
773,south,12
774,wales,5
775,owner,2
776,saved,2
777,clearances,2
778,heard,5
779,stories,1
780,group,11
781,attends,1
782,attached,3
783,coped,1
784,someone,8
785,coming,9
786,admitted,2
787,lives,4
788,dog,1
789,newport,1
790,somebody,3
791,gets,3
792,quite,6
793,happy,2
794,referred,2
795,holistic,3
796,gives,1
797,something,3
798,charity,3
799,months,6
800,impossible,1
801,value,5
802,item,1
803,comes,4
804,care,4
805,throws,1
806,bin,1
807,make,12
808,feel,7
809,officer,2
810,celeste,1
811,lewis,1
812,pride,1
813,shame,3
814,hawthorn,1
815,primary,1
816,cardiff,1
817,recipients,1
818,objects,1
819,headteacher,1
820,gareth,1
821,davies,1
822,equipment,1
823,able,7
824,afford,1
825,within,8
826,budget,1
827,supported,2
828,intervention,2
829,experts,6
830,estimate,2
831,nearly,7
832,behaviours,1
833,clear,7
834,97,1
835,enforced,1
836,therapeutic,1
837,founder,1
838,kayley,1
839,hyman,1
840,workers,12
841,spend,2
842,covers,1
843,parts,8
844,referrals,1
845,hard,4
846,population,5
847,prof,3
848,mary,1
849,connell,1
850,lecturer,3
851,researches,1
852,massive,1
853,cope,1
854,bit,4
855,washing,1
856,keeping,1
857,clean,3
858,somehow,1
859,failing,3
860,appreciated,1
861,hopes,2
862,understanding,1
863,circumstances,1
864,positive,1
865,see,6
866,wood,1
867,trees,2
868,affected,3
869,issues,5
870,raised,5
871,story,3
872,visit,5
873,action,5
874,viral,2
875,tiktok,2
876,trend,9
877,obsessed,1
878,demure,1
879,mindful,1
880,modesty,3
881,taken,8
882,seat,8
883,among,7
884,celebrities,2
885,outfits,1
886,rage,1
887,red,5
888,carpets,2
889,catwalks,1
890,brit,1
891,awards,2
892,winner,1
893,charli,4
894,xcx,3
895,full,4
896,brat,2
897,wore,5
898,sheer,4
899,black,4
900,dress,10
901,prompting,2
902,complaints,2
903,watchdog,1
904,ofcom,2
905,acceptance,2
906,speeches,1
907,address,2
908,outfit,4
909,itv,1
910,complaining,1
911,nipples,1
912,era,2
913,free,3
914,nipple,5
915,naked,6
916,talking,6
917,point,4
918,award,1
919,ceremonies,1
920,oscars,3
921,grammys,2
922,kanye,1
923,west,3
924,wife,4
925,bianca,1
926,censori,1
927,dropped,4
928,coat,2
929,carpet,1
930,reveal,1
931,entirely,3
932,invisible,1
933,love,2
934,transparent,2
935,textiles,1
936,continued,8
937,paris,3
938,fashion,8
939,weeks,2
940,watching,2
941,memo,1
942,stella,1
943,mccartney,1
944,actress,1
945,michael,3
946,jackson,2
947,daughter,2
948,translucent,1
949,shoulder,1
950,maxi,1
951,nude,1
952,coloured,1
953,thong,1
954,underneath,1
955,rapper,1
956,spice,1
957,sported,1
958,lace,2
959,catsuit,1
960,feathered,1
961,dressing,4
962,designers,2
963,spring,1
964,summer,5
965,collections,1
966,theme,1
967,autumn,1
968,winter,5
969,looks,2
970,vogue,1
971,period,6
972,sheerness,1
973,nowadays,1
974,commonplace,1
975,season,4
976,dior,1
977,latest,3
978,embraced,1
979,material,1
980,presented,1
981,ethereal,1
982,intricate,1
983,detailing,1
984,gender,1
985,fluid,1
986,silhouettes,1
987,creative,4
988,director,4
989,maria,1
990,grazia,1
991,chiuri,1
992,demonstrating,1
993,clothing,3
994,receptacle,1
995,affirms,1
996,cultural,1
997,aesthetic,1
998,social,9
999,codes,2
1000,divides,1
1001,opinion,3
1002,certainly,2
1003,wider,3
1004,movement,3
1005,definition,1
1006,included,1
1007,wearing,4
1008,strappy,1
1009,white,7
1010,bra,1
1011,nod,1
1012,minimalist,1
1013,1990s,1
1014,blouses,1
1015,kate,1
1016,moss,1
1017,thin,1
1018,slip,1
1019,nostalgia,1
1020,wonder,1
1021,taking,5
1022,resurgence,1
1023,decade,5
1024,everywhere,1
1025,2010s,1
1026,rihanna,1
1027,stirring,1
1028,headlines,2
1029,crystal,2
1030,embellished,1
1031,cfda,1
1032,brits,2
1033,policing,1
1034,women,10
1035,bodies,5
1036,looked,2
1037,comfortable,1
1038,society,2
1039,judging,1
1040,risque,1
1041,tv,1
1042,received,3
1043,825,1
1044,ceremony,2
1045,majority,8
1046,relating,2
1047,sabrina,1
1048,carpenter,1
1049,eye,2
1050,opening,1
1051,pre,2
1052,watershed,1
1053,performance,1
1054,maybe,1
1055,putting,1
1056,kids,1
1057,gonna,1
1058,stylist,1
1059,ceo,1
1060,brand,3
1061,mermaid,1
1062,julia,2
1063,pukhalskaia,1
1064,calls,3
1065,choice,3
1066,wear,1
1067,revealing,1
1068,dresses,1
1069,provocative,1
1070,statement,8
1071,reclaim,1
1072,govern,1
1073,body,14
1074,feeds,1
1075,dialogue,1
1076,double,1
1077,standards,1
1078,adds,2
1079,abhi,1
1080,madan,2
1081,amarra,1
1082,believes,3
1083,embracing,2
1084,freedom,1
1085,boldness,1
1086,freeing,1
1087,exposure,3
1088,towards,5
1089,positivity,1
1090,challenging,1
1091,conventional,2
1092,norms,1
1093,argues,1
1094,integrating,1
1095,elements,2
1096,create,2
1097,refined,1
1098,elegant,1
1099,silhouette,1
1100,empowers,1
1101,wearers,1
1102,seems,1
1103,hollywood,2
1104,stars,2
1105,feeling,2
1106,empowered,1
1107,chiffon,1
1108,tulle,1
1109,plentiful,1
1110,supply,4
1111,surely,1
1112,factor,1
1113,vanity,1
1114,fair,1
1115,afterparty,1
1116,fox,2
1117,mesh,2
1118,wavy,1
1119,hair,1
1120,cover,2
1121,interpretations,1
1122,megan,1
1123,thee,1
1124,stallion,1
1125,green,5
1126,strategically,1
1127,placed,7
1128,foliage,1
1129,coverings,1
1130,zoe,1
1131,kravitz,1
1132,opted,1
1133,expose,1
1134,beaded,1
1135,panel,1
1136,revealed,4
1137,buttocks,1
1138,saint,1
1139,laurent,1
1140,seemed,2
1141,particularly,4
1142,thrive,1
1143,event,4
1144,times,6
1145,noted,4
1146,everyone,4
1147,anna,1
1148,murphy,3
1149,equal,1
1150,opportunities,1
1151,endeavour,1
1152,manifestation,1
1153,kind,5
1154,thing,2
1155,keeps,1
1156,unequal,1
1157,public,12
1158,consumption,2
1159,men,14
1160,usually,5
1161,timothée,1
1162,chalamet,1
1163,striking,1
1164,backless,1
1165,venice,1
1166,film,4
1167,festival,2
1168,harry,1
1169,styles,1
1170,freed,2
1171,plunge,1
1172,harlequin,1
1173,jumpsuit,1
1174,cause,5
1175,stir,1
1176,runways,1
1177,split,2
1178,whether,4
1179,redefining,1
1180,notions,1
1181,product,1
1182,misogyny,1
1183,simply,2
1184,seeking,2
1185,attention,3
1186,ex,2
1187,caused,8
1188,huge,2
1189,swells,1
1190,flooding,1
1191,hit,3
1192,weekend,2
1193,shows,4
1194,beach,1
1195,erosion,1
1196,surfers,1
1197,paradise,1
1198,windscreen,1
1199,impaled,1
1200,tree,1
1201,damage,2
1202,property,1
1203,residents,4
1204,rain,1
1205,region,3
1206,days,18
1207,succeed,5
1208,vowing,1
1209,win,9
1210,beat,2
1211,liberal,12
1212,victory,3
1213,speech,6
1214,attacked,2
1215,wants,4
1216,51st,3
1217,americans,9
1218,mistake,3
1219,expected,6
1220,sworn,3
1221,liberals,17
1222,general,10
1223,designate,1
1224,served,3
1225,began,5
1226,following,7
1227,faced,5
1228,internal,2
1229,pressure,4
1230,unpopularity,2
1231,voters,3
1232,frustrated,1
1233,housing,3
1234,rising,4
1235,living,4
1236,ballot,2
1237,evening,5
1238,85,1
1239,nearest,2
1240,rival,1
1241,loud,1
1242,cheers,1
1243,erupted,2
1244,results,2
1245,announced,12
1246,crowd,5
1247,600,1
1248,faithful,1
1249,ottawa,2
1250,capital,4
1251,150,2
1252,000,12
1253,cast,3
1254,ballots,1
1255,minority,3
1256,government,22
1257,either,3
1258,call,8
1259,snap,2
1260,opposition,8
1261,parties,6
1262,force,5
1263,confidence,4
1264,governing,3
1265,seen,4
1266,remarkable,1
1267,turnaround,1
1268,exit,3
1269,galvanised,1
1270,annexing,1
1271,beginning,2
1272,trailed,1
1273,pierre,4
1274,poilievre,12
1275,points,2
1276,polls,7
1277,narrowed,2
1278,statistically,1
1279,tied,1
1280,focused,1
1281,unjustified,1
1282,largest,6
1283,levies,1
1284,tuesday,1
1285,rowed,1
1286,exempt,1
1287,compliant,1
1288,existing,3
1289,agreement,3
1290,retaliatory,5
1291,counterpart,1
1292,echoed,1
1293,attacking,2
1294,families,5
1295,let,4
1296,booed,2
1297,loudly,1
1298,imports,6
1299,depends,1
1300,significantly,3
1301,risks,5
1302,tipping,1
1303,sweeping,1
1304,threatened,5
1305,fully,1
1306,dark,4
1307,brought,5
1308,longer,7
1309,trust,3
1310,forget,1
1311,lessons,1
1312,pull,1
1313,together,2
1314,tough,2
1315,pledged,2
1316,secure,1
1317,borders,1
1318,demand,2
1319,control,10
1320,flow,2
1321,migrants,2
1322,fentanyl,2
1323,mention,1
1324,main,4
1325,opponent,2
1326,conservative,5
1327,leader,19
1328,plan,2
1329,divided,1
1330,ready,3
1331,conquered,1
1332,worships,1
1333,altar,1
1334,kneel,1
1335,stand,4
1336,emotional,2
1337,farewell,1
1338,reflecting,1
1339,facing,4
1340,existential,1
1341,challenge,3
1342,pivot,1
1343,politically,1
1344,representing,1
1345,accuse,1
1346,sneaky,1
1347,fourth,2
1348,term,2
1349,substituting,1
1350,shareholders,1
1351,letter,1
1352,emerged,1
1353,showing,2
1354,recommended,1
1355,december,4
1356,safety,7
1357,mcguinty,1
1358,endorsed,1
1359,embodies,1
1360,determination,2
1361,steely,1
1362,competence,1
1363,deal,8
1364,really,8
1365,excited,1
1366,frankly,1
1367,face,9
1368,official,9
1369,120,2
1370,seats,8
1371,commons,3
1372,bloc,3
1373,quebecois,3
1374,33,2
1375,democrats,2
1376,24,5
1377,banker,2
1378,run,6
1379,broadly,1
1380,centrist,1
1381,agenda,3
1382,shift,2
1383,moved,3
1384,major,9
1385,promise,2
1386,push,3
1387,energy,6
1388,projects,2
1389,pipelines,1
1390,roadblocks,1
1391,promised,3
1392,investments,1
1393,liberalise,1
1394,barriers,1
1395,remain,2
1396,provinces,2
1397,well,6
1398,diversifying,1
1399,cap,1
1400,size,1
1401,expanded,1
1402,40,5
1403,ordered,4
1404,emergency,10
1405,staff,6
1406,sudan,5
1407,amid,1
1408,tensions,2
1409,fighting,4
1410,already,9
1411,fragile,2
1412,peace,4
1413,salva,1
1414,kiir,3
1415,vice,3
1416,riek,1
1417,machar,5
1418,leaders,3
1419,signed,3
1420,2018,3
1421,end,6
1422,five,7
1423,civil,3
1424,killed,10
1425,relationship,1
1426,remained,2
1427,fraught,1
1428,ongoing,4
1429,various,1
1430,ethnic,2
1431,groups,5
1432,weapons,1
1433,readily,1
1434,available,4
1435,due,8
1436,08,1
1437,departure,1
1438,employees,4
1439,human,6
1440,commission,1
1441,saturday,5
1442,alarming,1
1443,regression,1
1444,undo,1
1445,progress,1
1446,calm,2
1447,assurance,1
1448,return,2
1449,escalation,1
1450,helicopter,1
1451,evacuating,1
1452,members,11
1453,national,9
1454,shot,2
1455,friday,7
1456,killing,9
1457,several,9
1458,crew,19
1459,earlier,6
1460,chief,5
1461,ministers,1
1462,allied,3
1463,arrested,8
1464,security,17
1465,forces,13
1466,spokesman,2
1467,termed,1
1468,grave,1
1469,violation,1
1470,arrests,3
1471,officials,6
1472,followed,6
1473,clashes,3
1474,upper,2
1475,nile,1
1476,militia,1
1477,fought,1
1478,newest,1
1479,gained,2
1480,independence,1
1481,seceding,1
1482,rift,1
1483,descended,1
1484,400,1
1485,sharing,2
1486,stopped,1
1487,implemented,1
1488,constitution,3
1489,reunification,1
1490,armed,2
1491,sporadic,2
1492,violence,6
1493,local,12
1494,bbcafrica,3
1495,com,1
1496,news,10
1497,african,1
1498,continent,1
1499,follow,7
1500,twitter,1
1501,facebook,8
1502,africa,1
1503,instagram,6
1504,romanian,3
1505,populist,2
1506,calin,1
1507,georgescu,6
1508,barred,2
1509,participating,1
1510,presidential,3
1511,rerun,1
1512,electoral,4
1513,bureau,2
1514,bec,3
1515,triggering,1
1516,supporters,5
1517,police,29
1518,romania,4
1519,court,2
1520,annulled,2
1521,november,1
1522,round,8
1523,intelligence,2
1524,russia,2
1525,involved,8
1526,800,1
1527,accounts,1
1528,backing,1
1529,rejected,3
1530,candidacy,1
1531,meet,2
1532,conditions,3
1533,legality,1
1534,violated,1
1535,obligation,1
1536,defend,1
1537,democracy,3
1538,blow,2
1539,hours,6
1540,verdict,1
1541,submit,1
1542,appeal,1
1543,issue,2
1544,ruling,1
1545,72,1
1546,ban,2
1547,heart,1
1548,worldwide,2
1549,tear,1
1550,gas,1
1551,fired,2
1552,hopeful,2
1553,broke,1
1554,gathered,2
1555,outside,3
1556,offices,2
1557,bucharest,2
1558,windows,2
1559,neighbouring,2
1560,bars,1
1561,smashed,1
1562,detained,3
1563,protesters,7
1564,scene,1
1565,hundred,1
1566,riot,1
1567,reinforcements,1
1568,attempted,5
1569,cordon,1
1570,area,11
1571,26,2
1572,register,1
1573,candidate,2
1574,romanians,1
1575,streets,3
1576,protest,6
1577,charged,4
1578,attempting,2
1579,overthrow,1
1580,order,4
1581,membership,1
1582,neo,1
1583,fascist,1
1584,denied,3
1585,wrongdoing,1
1586,62,2
1587,nowhere,1
1588,second,7
1589,voting,1
1590,sudden,1
1591,popularity,1
1592,restore,2
1593,dignity,2
1594,subservience,1
1595,international,7
1596,organisations,4
1597,belongs,2
1598,nato,1
1599,annulment,1
1600,pro,5
1601,politician,1
1602,administration,8
1603,jd,1
1604,vance,1
1605,annulling,1
1606,elections,4
1607,based,6
1608,flimsy,1
1609,suspicions,1
1610,neighbours,3
1611,meanwhile,2
1612,emil,1
1613,hurezeanu,1
1614,form,7
1615,interference,1
1616,messages,3
1617,tesla,15
1618,facilities,1
1619,across,16
1620,protests,10
1621,vandalism,3
1622,owns,3
1623,manufacturer,2
1624,takedown,1
1625,peaceful,1
1626,destructive,1
1627,fires,1
1628,intentionally,1
1629,showrooms,1
1630,charging,1
1631,colorado,3
1632,massachusetts,1
1633,showroom,1
1634,spike,1
1635,cybertruck,3
1636,owners,4
1637,defacing,1
1638,teslas,1
1639,woman,2
1640,showed,3
1641,burbank,3
1642,expletive,1
1643,name,4
1644,scrawled,1
1645,chalk,1
1646,model,3
1647,sedan,1
1648,carried,5
1649,anti,2
1650,club,1
1651,sticker,2
1652,illustrate,1
1653,growing,5
1654,unease,1
1655,influence,2
1656,allowed,1
1657,task,1
1658,efficiency,1
1659,doge,2
1660,offered,4
1661,buyouts,1
1662,100,4
1663,access,4
1664,sensitive,1
1665,information,5
1666,millions,1
1667,critics,2
1668,resorted,1
1669,arguing,3
1670,signs,1
1671,deport,1
1672,boycott,1
1673,swasticar,1
1674,connect,2
1675,fascism,1
1676,produced,1
1677,electric,2
1678,cars,4
1679,progressive,1
1680,views,2
1681,regretted,1
1682,purchase,2
1683,politics,4
1684,karen,1
1685,rabwin,1
1686,protester,1
1687,attended,2
1688,cadillac,1
1689,slapped,1
1690,bumper,2
1691,vehicle,3
1692,knew,3
1693,veiled,1
1694,reference,1
1695,enough,6
1696,embarrassing,1
1697,driving,2
1698,stood,1
1699,drive,1
1700,principles,1
1701,singer,1
1702,sheryl,1
1703,crow,2
1704,donated,1
1705,video,7
1706,waving,1
1707,goodbye,1
1708,towed,1
1709,decide,2
1710,willing,1
1711,align,1
1712,ms,12
1713,platform,2
1714,customer,1
1715,texas,1
1716,marvelling,1
1717,self,1
1718,mode,1
1719,heartfelt,1
1720,thanks,1
1721,supporting,2
1722,despite,4
1723,stores,1
1724,posts,4
1725,showcasing,1
1726,videos,1
1727,cybertrucks,1
1728,vandalized,1
1729,swastikas,1
1730,skate,1
1731,ramps,1
1732,covered,5
1733,garbage,1
1734,mardi,1
1735,gras,1
1736,orleans,1
1737,spectators,1
1738,orange,1
1739,pelted,1
1740,beads,1
1741,futuristic,1
1742,deplorean,1
1743,unfriendly,1
1744,monikers,1
1745,want,5
1746,telsa,1
1747,concerned,2
1748,damaging,2
1749,efforts,2
1750,effect,4
1751,share,1
1752,price,3
1753,surged,1
1754,night,3
1755,florida,1
1756,tumbled,1
1757,levels,4
1758,backlash,1
1759,involvement,5
1760,concerns,3
1761,benefiting,1
1762,note,2
1763,entrepeneur,1
1764,companies,2
1765,billions,2
1766,dollar,1
1767,contracts,1
1768,primarily,5
1769,nasa,1
1770,defense,1
1771,increasingly,1
1772,reliant,1
1773,launches,1
1774,space,5
1775,exploration,1
1776,claimed,1
1777,aviation,4
1778,cancel,1
1779,billion,1
1780,contract,3
1781,verizon,1
1782,revamp,1
1783,agency,4
1784,telecommunications,2
1785,awarding,1
1786,company,4
1787,owned,4
1788,report,3
1789,posting,1
1790,possible,7
1791,partial,1
1792,fix,1
1793,aging,1
1794,effort,3
1795,intent,1
1796,constituents,1
1797,furious,1
1798,certain,2
