,word,frequency
284,domestic,3
285,terrorism,3
286,company,3
287,association,5
288,hannity,9
289,billionaire,2
290,tech,2
291,titan,2
292,shared,8
293,congratulations,4
294,nasa,19
295,following,15
296,rescue,4
297,two,25
298,international,18
299,space,24
300,station,10
301,roughly,2
302,past,14
303,nine,4
304,months,17
305,thanks,2
306,working,2
307,safely,4
308,teams,2
309,interview,9
310,founder,2
311,efficiency,2
312,doge,2
313,offered,10
314,huge,2
315,note,2
316,appreciation,2
317,prioritizing,2
318,expediting,2
319,return,19
320,dragon,3
321,capsule,4
322,sticks,4
323,splashdown,4
324,landing,8
325,stuck,5
326,butch,5
327,wilmore,11
328,suni,5
329,williams,11
330,june,7
331,mission,9
332,scheduled,3
333,week,11
334,launch,3
335,boeing,5
336,first,32
337,astronaut,9
338,flight,25
339,however,10
340,spacecraft,2
341,encountered,4
342,technical,2
343,issues,5
344,determined,8
345,arrive,2
346,earth,9
347,board,6
348,remained,7
349,crew,23
350,commander,5
351,nick,2
352,hague,2
353,russian,8
354,cosmonaut,2
355,aleksandr,2
356,gorbunov,2
357,coast,3
358,florida,4
359,p,2
360,et,2
361,became,2
362,political,17
363,issue,12
364,previously,6
365,telling,5
366,host,5
367,feb,13
368,18,2
369,former,38
370,joe,12
371,biden,116
372,left,23
373,reasons,8
374,shortly,4
375,taking,8
376,office,17
377,tasked,2
378,abandoned,4
379,says,12
380,believes,2
381,refused,4
382,conduct,3
383,blasted,2
384,acting,4
385,sooner,2
386,asked,12
387,brave,2
388,virtually,2
389,waiting,2
390,many,25
391,soon,2
392,way,10
393,hopefully,2
394,good,7
395,luck,2
396,posted,8
397,post,20
398,conference,6
399,deputy,2
400,associate,3
401,administrator,2
402,operations,10
403,directorate,2
404,joel,2
405,montalbano,4
406,want,13
407,bring,3
408,starliner,4
409,yeah,2
410,involved,3
411,conversations,2
412,previous,14
413,clear,7
414,request,2
415,current,5
416,results,2
417,saw,5
418,today,4
419,pressed,2
420,behind,8
421,set,4
422,record,2
423,straight,2
424,definitely,4
425,earlier,9
426,supposed,3
427,eight,4
428,days,9
429,almost,3
430,ten,4
431,obviously,2
432,sense,2
433,could,10
434,brought,5
435,offer,4
436,rejected,2
437,fact,6
438,jonathan,4
439,serrie,2
440,landon,2
441,mion,2
442,diana,4
443,stancy,4
444,christina,2
445,shaw,2
446,reuters,4
447,contributed,11
448,report,25
449,madeline,2
450,coggins,2
451,production,2
452,assistant,5
453,flash,4
454,weill,2
455,cornell,2
456,medicine,2
457,professor,2
458,dr,4
459,christopher,2
460,mason,5
461,joins,1
462,friends,9
463,explain,1
464,impacted,3
465,returning,1
466,bodies,1
467,next,5
468,readjusting,1
469,environment,1
470,evening,1
471,lot,10
472,changes,2
473,inside,3
474,body,7
475,immune,1
476,stress,1
477,spaceflight,2
478,told,22
479,principal,1
480,investigator,1
481,twins,1
482,study,1
483,studied,2
484,scott,7
485,kelly,3
486,historic,1
487,month,5
488,2016,1
489,identical,1
490,twin,1
491,brother,1
492,retired,1
493,sen,3
494,mark,1
495,ariz,1
496,alien,5
497,encounter,1
498,iss,1
499,member,1
500,plays,1
501,joke,1
502,arrives,1
503,slated,1
504,gene,1
505,expression,1
506,change,10
507,genes,1
508,regulated,1
509,usually,2
510,telomeres,2
511,little,6
512,bit,2
513,longer,5
514,every,11
515,looked,5
516,expect,5
517,explained,6
518,according,10
519,human,1
520,genome,1
521,research,1
522,institute,3
523,region,2
524,repetitive,1
525,dna,1
526,sequences,1
527,chromosome,1
528,duo,2
529,microgravity,1
530,forced,5
531,empty,1
532,spending,1
533,tends,1
534,leave,3
535,temporarily,5
536,taller,1
537,leaner,1
538,measures,1
539,transient,1
540,response,3
541,weeks,3
542,mostly,1
543,normal,2
544,really,7
545,dynamic,1
546,prepare,1
547,long,17
548,awaited,1
549,jose,7
550,hernandez,1
551,spent,1
552,14,7
553,need,10
554,physical,1
555,therapy,1
556,restrengthen,1
557,bones,1
558,muscles,1
559,remember,5
560,words,3
561,gravity,1
562,sucks,1
563,starts,1
564,adapting,1
565,got,9
566,recalibrate,1
567,vestibular,1
568,balance,1
569,take,7
570,couple,1
571,kind,3
572,pilar,1
573,arias,1
574,taylor,1
575,penley,1
576,editor,1
577,log,5
578,comment,7
579,videos,5
580,join,5
581,fun,5
582,watch,5
583,live,7
584,stream,5
585,full,7
586,episodes,5
587,eye,5
588,strain,5
589,focus,7
590,matters,5
591,carrying,1
592,lands,1
593,gulf,1
594,20,7
595,chanley,2
596,painter,2
597,reports,8
598,extradition,4
599,co,2
600,hosts,2
601,weigh,2
602,extraordinary,4
603,episode,4
604,centuries,2
605,mexican,74
606,american,40
607,unfolded,2
608,27,2
609,aircraft,12
610,state,42
611,flew,3
612,northward,2
613,various,4
614,locations,4
615,united,22
616,states,27
617,carried,2
618,within,13
619,29,2
620,wanted,8
621,cartel,40
622,leaders,6
623,hitherto,2
624,held,6
625,country,23
626,remanded,2
627,justice,14
628,americans,21
629,meaningfully,2
630,receiving,2
631,aging,2
632,rafa,2
633,caro,8
634,quintero,8
635,stepped,2
636,plane,14
637,welcome,2
638,dea,2
639,doj,2
640,personnel,6
641,whose,10
642,colleague,2
643,enrique,2
644,kiki,2
645,camarena,4
646,murdered,2
647,arraigned,2
648,day,8
649,courtroom,2
650,shackled,2
651,handcuffs,2
652,waited,4
653,lords,2
654,killers,2
655,come,8
656,hands,4
657,claudia,4
658,sheinbaum,4
659,questions,16
660,waits,2
661,specific,2
662,cases,4
663,28,2
664,prisoners,4
665,mexico,30
666,requesting,2
667,2022,6
668,regime,20
669,even,15
670,gave,4
671,list,4
672,desired,4
673,extraditions,4
674,2021,2
675,lowest,2
676,level,4
677,things,11
678,would,65
679,improve,2
680,andres,4
681,manuel,4
682,lopez,4
683,obrador,4
684,broke,4
685,law,12
686,cartels,12
687,suffer,2
688,source,2
689,amlo,4
690,delay,2
691,mystery,2
692,ruling,5
693,morena,12
694,coalition,2
695,nearly,5
696,transformed,2
697,leftist,2
698,party,8
699,standing,4
700,ties,4
701,narco,2
702,notably,4
703,sinaloa,4
704,synthesis,2
705,referenced,2
706,directly,6
707,white,31
708,house,35
709,intolerable,2
710,alliance,4
711,effectively,2
712,precluded,2
713,meaningful,2
714,strategic,2
715,cooperation,4
716,nations,2
717,criminal,10
718,changed,4
719,word,4
720,among,6
721,rationally,2
722,believed,2
723,workable,2
724,deal,6
725,struck,2
726,outset,2
727,possesses,2
728,accurate,4
729,assessment,2
730,basic,4
731,nature,4
732,making,8
733,accordingly,2
734,well,15
735,known,2
736,tariffs,6
737,implementation,2
738,second,6
739,april,2
740,element,2
741,facing,4
742,tools,2
743,directed,2
744,wield,2
745,mere,2
746,threat,4
747,manifestly,2
748,exerted,2
749,tremendous,2
750,effect,10
751,upon,4
752,officialdom,6
753,thinking,2
754,despite,2
755,much,14
756,discussion,2
757,simply,6
758,turn,6
759,china,7
760,trade,4
761,disrupted,2
762,reality,2
763,economy,4
764,plunged,2
765,disarray,2
766,chinese,4
767,remedy,2
768,takes,6
769,though,10
770,particularly,2
771,care,6
772,welfare,2
773,presided,3
774,internal,2
775,war,8
776,slaughter,2
777,hundreds,2
778,thousands,3
779,ordinary,4
780,mexicans,8
781,allies,4
782,sometimes,2
783,armed,7
784,forces,8
785,position,4
786,privileges,2
787,economic,2
788,collapse,4
789,alarms,2
790,cruelty,2
791,tool,2
792,wielded,2
793,alluded,2
794,explicit,4
795,unilateral,4
796,military,10
797,action,11
798,reporting,12
799,wall,4
800,street,3
801,journal,3
802,reveals,2
803,jan,8
804,31,2
805,conversation,4
806,defense,15
807,pete,2
808,hegseth,2
809,unnamed,2
810,senior,6
811,leadership,2
812,latter,2
813,informed,2
814,collusion,2
815,drug,2
816,prepared,2
817,reportedly,11
818,astonished,2
819,indignant,2
820,designation,2
821,terrorists,2
822,ends,2
823,fiction,2
824,trustworthy,2
825,ally,2
826,astonishment,2
827,fault,4
828,observers,2
829,patience,2
830,partnerships,2
831,eventually,6
832,run,18
833,partially,2
834,indicative,2
835,ideological,2
836,fever,6
837,dream,2
838,operates,2
839,larger,2
840,part,2
841,rational,2
842,bear,2
843,indignation,2
844,contrast,2
845,except,4
846,reference,2
847,perennial,2
848,civic,2
849,narrative,4
850,sovereignty,10
851,forever,2
852,menaced,2
853,yet,10
854,routinely,4
855,fails,2
856,give,4
857,respect,10
858,neighbor,4
859,loudly,2
860,demands,2
861,partners,9
862,trafficking,8
863,organizations,2
864,attack,4
865,citizenry,2
866,illegal,17
867,mass,4
868,migration,2
869,deadly,2
870,fentanyl,4
871,establishes,2
872,cells,2
873,activates,2
874,interferes,2
875,ineptly,2
876,elections,2
877,uniform,2
878,often,2
879,protecting,2
880,shipments,2
881,occasionally,2
882,soldier,2
883,prisoner,3
884,frequently,4
885,kill,2
886,citizens,6
887,menace,2
888,deeply,4
889,rooted,2
890,victim,2
891,mentality,2
892,receives,2
893,earned,2
894,warning,2
895,responds,2
896,wounded,2
897,pride,2
898,genuinely,2
899,interested,2
900,surrender,2
901,30,4
902,territory,8
903,governance,6
904,defend,6
905,territorial,2
906,integrity,2
907,versus,4
908,challenges,4
909,useless,2
910,ask,2
911,everyone,2
912,knows,4
913,rungs,4
914,social,10
915,ladder,2
916,risk,6
917,upper,2
918,rich,4
919,unlike,4
920,modern,2
921,era,2
922,understands,2
923,secretaries,2
924,others,4
925,delivering,2
926,message,2
927,targets,4
928,scourge,4
929,drugs,2
930,key,4
931,understanding,2
932,abruptly,2
933,disgorging,2
934,furthermore,4
935,show,8
936,parts,2
937,elites,6
938,betraying,2
939,sector,2
940,hopes,2
941,satisfy,2
942,lest,2
943,shutting,2
944,great,6
945,controlled,4
946,influx,2
947,trafficked,2
948,persons,2
949,numbered,2
950,millions,2
951,decade,2
952,efforts,5
953,short,12
954,although,6
955,times,4
956,writes,2
957,members,10
958,reason,10
959,fought,2
960,recently,6
961,bought,2
962,enough,5
963,status,2
964,quo,2
965,ante,2
966,probably,2
967,grand,2
968,strategy,2
969,robust,2
970,corpus,2
971,thought,12
972,always,4
973,pillar,4
974,imperative,4
975,keep,9
976,half,6
977,century,4
978,erected,2
979,profit,2
980,tension,2
981,especially,2
982,conflicts,2
983,virtue,2
984,superstructure,2
985,multibillion,2
986,dollar,4
987,powerholder,2
988,buyoffs,2
989,render,2
990,useful,2
991,apparatus,2
992,reassert,2
993,intent,2
994,side,7
995,buy,2
996,believing,4
997,secured,2
998,win,17
999,move,4
1000,crisis,8
1001,light,4
1002,sacrifice,2
1003,expendable,2
1004,bosses,2
1005,lab,2
1006,men,6
1007,sicarios,2
1008,price,2
1009,business,13
1010,rumors,2
1011,corrupt,2
1012,governor,6
1013,placate,2
1014,case,6
1015,valuable,2
1016,dare,2
1017,say,12
1018,imposing,2
1019,attacking,2
1020,indicting,2
1021,presidents,8
1022,anything,10
1023,imperils,2
1024,governing,2
1025,potent,2
1026,line,6
1027,argument,2
1028,purchase,2
1029,author,2
1030,heard,5
1031,expressive,2
1032,operational,4
1033,logic,2
1034,reminiscent,2
1035,extortion,2
1036,blame,2
1037,border,6
1038,teen,2
1039,thank,2
1040,trying,2
1041,test,4
1042,policymaking,2
1043,whether,14
1044,makes,2
1045,mistake,6
1046,ought,2
1047,done,6
1048,several,10
1049,must,4
1050,duress,4
1051,threaten,4
1052,intervention,2
1053,compel,2
1054,execute,2
1055,tasks,2
1056,control,6
1057,deliver,2
1058,criminals,9
1059,amplified,2
1060,erstwhile,2
1061,ismael,2
1062,el,12
1063,mayo,2
1064,zambada,2
1065,example,6
1066,custody,2
1067,fail,4
1068,secure,2
1069,offering,2
1070,carrot,2
1071,stick,2
1072,effusive,2
1073,praise,3
1074,diplomatically,2
1075,prudent,2
1076,date,2
1077,simultaneously,2
1078,signaled,2
1079,politicians,2
1080,coming,4
1081,view,4
1082,proper,2
1083,wishes,2
1084,navigate,2
1085,straits,2
1086,powerholders,2
1087,eminences,2
1088,essentially,2
1089,untouched,2
1090,rumored,2
1091,likely,12
1092,withstand,2
1093,renewed,2
1094,scrutiny,10
1095,represent,2
1096,district,8
1097,swamped,2
1098,immigration,2
1099,seeing,4
1100,might,4
1101,surprise,2
1102,allowed,4
1103,america,6
1104,greater,2
1105,later,6
1106,completed,2
1107,openly,2
1108,stated,10
1109,transformation,4
1110,society,2
1111,venezuelan,8
1112,model,2
1113,populist,2
1114,autocracy,2
1115,resumed,2
1116,different,4
1117,narcos,4
1118,partnership,6
1119,solicitation,2
1120,offshore,2
1121,balancers,2
1122,russia,10
1123,matured,2
1124,effective,2
1125,decades,4
1126,pales,2
1127,pass,2
1128,ambition,2
1129,fulfilled,2
1130,already,6
1131,soldiers,4
1132,marching,2
1133,review,2
1134,independence,2
1135,celebrations,2
1136,declare,2
1137,warnings,2
1138,worse,4
1139,pay,2
1140,expressions,2
1141,sentiment,2
1142,alone,2
1143,programmatic,2
1144,put,8
1145,differently,4
1146,amenable,2
1147,term,4
1148,opinion,12
1149,satisfied,2
1150,hand,8
1151,taken,6
1152,measure,2
1153,remains,2
1154,vision,2
1155,unfold,2
1156,success,2
1157,looks,4
1158,neither,2
1159,alcaldes,2
1160,generals,2
1161,reach,3
1162,killed,2
1163,violated,2
1164,disregarded,2
1165,wants,7
1166,cooperative,2
1167,agreement,2
1168,joshua,2
1169,treviño,2
1170,officer,2
1171,texas,7
1172,foundation,6
1173,fellow,2
1174,western,3
1175,hemisphere,2
1176,initiative,2
1177,recap,2
1178,top,6
1179,commentary,2
1180,original,2
1181,throughout,3
1182,gutfeld,2
1183,panelists,2
1184,discuss,2
1185,mocking,2
1186,using,2
1187,autopen,52
1188,signature,28
1189,concerns,8
1190,mounting,2
1191,sign,16
1192,presidential,25
1193,pardons,34
1194,official,21
1195,documents,20
1196,four,2
1197,chances,4
1198,challenging,2
1199,court,6
1200,vanishingly,4
1201,low,4
1202,constitutional,6
1203,scholar,2
1204,turley,10
1205,suggesting,4
1206,challenged,4
1207,disclosures,4
1208,contributor,2
1209,x,10
1210,succeeding,2
1211,courts,10
1212,presume,2
1213,dead,6
1214,conspiracy,2
1215,son,2
1216,acknowledged,4
1217,publicly,2
1218,problem,2
1219,unless,2
1220,comes,7
1221,effort,4
1222,indict,2
1223,recipient,2
1224,mean,6
1225,troubling,2
1226,signatures,2
1227,ones,2
1228,automatically,2
1229,produced,2
1230,machine,2
1231,opposed,4
1232,authentic,2
1233,handwritten,2
1234,trumps,2
1235,jab,2
1236,concerning,4
1237,ran,2
1238,sounding,4
1239,alarm,6
1240,prevalent,4
1241,mcnamee,2
1242,pool,5
1243,monday,10
1244,morning,14
1245,truth,8
1246,individuals,6
1247,connected,2
1248,select,2
1249,committee,6
1250,investigation,14
1251,another,10
1252,void,8
1253,sleepy,2
1254,unselect,4
1255,thugs,2
1256,hereby,2
1257,declared,8
1258,vacant,2
1259,force,5
1260,importantly,2
1261,necessary,5
1262,pardoning,2
1263,approved,2
1264,knew,2
1265,nothing,4
1266,committed,2
1267,therefore,2
1268,destroyed,2
1269,deleted,2
1270,evidence,3
1271,obtained,2
1272,witch,2
1273,hunt,4
1274,innocent,2
1275,fully,2
1276,subject,2
1277,highest,6
1278,heart,4
1279,administrations,2
1280,concern,4
1281,mental,16
1282,acuity,10
1283,served,4
1284,sunday,4
1285,uses,2
1286,letters,2
1287,legally,8
1288,binding,6
1289,appears,2
1290,docs,2
1291,raising,6
1292,wh,2
1293,hannah,2
1294,beier,2
1295,declaration,6
1296,sparked,6
1297,wave,4
1298,swirl,4
1299,experts,4
1300,uncharted,4
1301,dog,2
1302,worthy,2
1303,congress,2
1304,unlikely,2
1305,seriously,2
1306,questioned,2
1307,neill,4
1308,vice,16
1309,affairs,3
1310,landmark,2
1311,conservative,2
1312,advocacy,2
1313,group,2
1314,works,2
1315,constitution,10
1316,knowledge,8
1317,limits,4
1318,power,14
1319,certainly,6
1320,pardon,10
1321,blanket,2
1322,encompassing,2
1323,individual,4
1324,accused,8
1325,legitimate,2
1326,addressed,3
1327,abused,2
1328,valid,2
1329,executed,2
1330,without,10
1331,e,6
1332,received,6
1333,indicted,2
1334,assert,2
1335,affirmative,4
1336,uphold,2
1337,dismissal,2
1338,leaving,2
1339,scotus,4
1340,define,2
1341,contours,2
1342,decides,2
1343,unknown,2
1344,lies,2
1345,age,4
1346,health,4
1347,presidency,8
1348,scandal,4
1349,epic,2
1350,proportions,2
1351,jennings,2
1352,heritage,4
1353,oversight,10
1354,project,10
1355,sounded,2
1356,march,9
1357,vast,2
1358,majority,2
1359,researchers,4
1360,reviewed,2
1361,announcement,3
1362,dropping,2
1363,race,10
1364,memo,14
1365,ongoing,2
1366,wading,2
1367,copious,2
1368,amounts,2
1369,discharging,2
1370,delegable,6
1371,powers,4
1372,containing,2
1373,joseph,6
1374,r,6
1375,appear,4
1376,device,2
1377,called,10
1378,affix,6
1379,onto,10
1380,controversial,2
1381,clemency,2
1382,warrants,2
1383,explanation,6
1384,actions,4
1385,invalid,4
1386,kevin,4
1387,liles,2
1388,washington,2
1389,start,2
1390,reported,7
1391,multiple,2
1392,provisions,2
1393,vest,2
1394,solely,4
1395,affixing,4
1396,execution,2
1397,acts,2
1398,founding,2
1399,fathers,2
1400,contemplated,2
1401,writing,5
1402,article,4
1403,section,4
1404,clause,2
1405,lays,2
1406,role,4
1407,veto,2
1408,legislation,6
1409,early,4
1410,debates,2
1411,convention,2
1412,provision,2
1413,regardless,2
1414,structure,2
1415,executive,12
1416,branch,2
1417,maintain,2
1418,approbation,2
1419,presented,2
1420,act,8
1421,manually,2
1422,bill,12
1423,consent,6
1424,causes,2
1425,become,2
1426,ministerial,2
1427,signs,4
1428,continued,8
1429,counsel,2
1430,2005,2
1431,george,2
1432,w,4
1433,bush,2
1434,permitted,2
1435,bills,2
1436,decided,4
1437,approve,4
1438,meaning,2
1439,directing,4
1440,subordinate,4
1441,memorandum,2
1442,confirms,2
1443,elaborates,2
1444,advice,4
1445,manner,2
1446,hit,6
1447,wrong,10
1448,erroneous,2
1449,emphasize,2
1450,delegate,2
1451,decision,6
1452,direct,4
1453,chuck,2
1454,schumer,2
1455,confronted,2
1456,old,4
1457,clip,2
1458,declaring,2
1459,decline,2
1460,wing,2
1461,propaganda,2
1462,microscope,2
1463,fly,2
1464,voided,2
1465,kicked,2
1466,driver,2
1467,seat,2
1468,democratic,12
1469,keyed,2
1470,election,13
1471,shaping,2
1472,rematch,2
1473,february,3
1474,81,2
1475,fell,2
1476,conservatives,4
1477,questioning,2
1478,fitness,6
1479,rose,4
1480,pitch,4
1481,debate,10
1482,missed,2
1483,marks,2
1484,repeatedly,2
1485,tripping,2
1486,responses,2
1487,appearing,2
1488,lose,3
1489,train,2
1490,squared,2
1491,reynolds,2
1492,epa,2
1493,disastrous,2
1494,performance,2
1495,led,3
1496,outpouring,2
1497,traditional,2
1498,democrat,2
1499,calling,2
1500,bow,2
1501,favor,3
1502,younger,2
1503,generation,2
1504,dropped,2
1505,july,2
1506,kamala,12
1507,harris,26
1508,mantle,2
1509,place,6
1510,speculates,2
1511,unaware,6
1512,signing,10
1513,specifically,2
1514,create,2
1515,banned,3
1516,leaves,4
1517,language,2
1518,choices,2
1519,agencies,2
1520,press,14
1521,karoline,6
1522,leavitt,10
1523,peppered,4
1524,briefing,4
1525,aware,4
1526,signed,9
1527,17,5
1528,jiim,2
1529,watson,2
1530,afp,4
1531,raised,4
1532,wondered,2
1533,consulted,2
1534,think,14
1535,everybody,4
1536,room,5
1537,looking,5
1538,propose,4
1539,perhaps,2
1540,behavior,2
1541,staff,3
1542,autograph,2
1543,speaker,6
1544,mike,8
1545,johnson,14
1546,la,2
1547,recounted,6
1548,media,6
1549,freezing,4
1550,liquid,4
1551,natural,4
1552,gas,4
1553,exports,4
1554,increased,2
1555,surrounding,6
1556,bari,2
1557,weiss,2
1558,j,2
1559,applewhite,2
1560,file,2
1561,associated,2
1562,sir,2
1563,paused,8
1564,export,2
1565,terminals,2
1566,talked,6
1567,massive,2
1568,damage,2
1569,walked,2
1570,meeting,5
1571,fear,2
1572,loathing,2
1573,serious,2
1574,trouble,4
1575,running,2
1576,paper,2
1577,front,6
1578,suggest,4
1579,pursing,2
1580,challenge,4
1581,nonetheless,2
1582,starter,2
1583,account,7
1584,seemed,2
1585,piece,2
1586,staffers,2
1587,difficult,6
1588,type,2
1589,allegation,2
1590,pursue,3
1591,parties,2
1592,unified,2
1593,claiming,2
1594,approval,2
1595,reached,4
1596,immediately,3
1597,reply,2
1598,hillary,4
1599,vaughn,2
1600,discusses,2
1601,pausing,2
1602,university,20
1603,pennsylvania,5
1604,title,8
1605,ix,6
1606,investigations,2
1607,175,5
1608,million,4
1609,inclusion,3
1610,transgender,4
1611,athletes,13
1612,women,32
1613,sports,30
1614,exclusively,2
1615,wednesday,7
1616,ivy,2
1617,league,2
1618,stands,2
1619,losing,2
1620,potential,5
1621,violations,6
1622,riley,6
1623,gaines,6
1624,spokeswoman,2
1625,independent,2
1626,forum,2
1627,famously,2
1628,tied,2
1629,lia,7
1630,thomas,47
1631,fifth,4
1632,200,4
1633,freestyle,8
1634,finals,3
1635,ncaa,19
1636,swimming,4
1637,diving,4
1638,championships,4
1639,brett,2
1640,davis,2
1641,usa,2
1642,upenn,10
1643,total,2
1644,billion,2
1645,coverage,6
1646,foxnews,3
1647,pause,2
1648,result,2
1649,education,2
1650,announced,4
1651,keeping,3
1652,civil,2
1653,craig,2
1654,trainor,2
1655,three,6
1656,institutions,2
1657,investigated,4
1658,suspected,4
1659,addition,2
1660,san,8
1661,headlines,8
1662,fall,12
1663,schools,2
1664,play,2
1665,volleyball,3
1666,trans,16
1667,athlete,6
1668,roster,2
1669,massachusetts,3
1670,interscholastic,2
1671,athletic,2
1672,blaire,3
1673,fleming,4
1674,spartans,2
1675,third,2
1676,air,7
1677,falcons,2
1678,falcon,2
1679,east,2
1680,gym,2
1681,oct,2
1682,19,2
1683,colorado,4
1684,springs,2
1685,andrew,2
1686,wevers,2
1687,gop,2
1688,lawmaker,2
1689,urges,2
1690,pull,4
1691,girls,11
1692,student,9
1693,season,3
1694,championship,3
1695,500,5
1696,yard,4
1697,tie,2
1698,kentucky,3
1699,swimmer,4
1700,trophy,2
1701,awards,2
1702,ceremony,2
1703,participation,3
1704,odds,2
1705,swimmers,2
1706,erica,2
1707,sullivan,2
1708,evie,2
1709,pfeifer,2
1710,embrace,2
1711,winner,2
1712,walks,3
1713,mcauley,2
1714,aquatic,2
1715,center,2
1716,atlanta,2
1717,photo,13
1718,von,2
1719,biberstein,2
1720,icon,2
1721,sportswire,2
1722,agriculture,2
1723,maine,2
1724,colleges,2
1725,susan,2
1726,collins,2
1727,freeze,2
1728,reversed,2
1729,additionally,3
1730,rep,2
1731,mary,2
1732,miller,2
1733,ill,2
1734,illinois,2
1735,mother,3
1736,13,5
1737,daughter,2
1738,forcing,2
1739,girl,4
1740,locker,3
1741,statements,4
1742,online,2
1743,braced,2
1744,voughn,2
1745,follow,5
1746,huddle,3
1747,paulina,2
1748,dedaj,2
1749,stories,8
1750,powerful,6
1751,name,8
1752,delivered,8
1753,thing,10
1754,inbox,6
1755,loopholes,1
1756,judge,24
1757,ruled,1
1758,night,5
1759,injunction,2
1760,implement,1
1761,mandatory,2
1762,gender,5
1763,testing,3
1764,lubbock,1
1765,county,1
1766,les,1
1767,hatch,3
1768,republican,1
1769,hearing,2
1770,attorney,3
1771,general,4
1772,ken,1
1773,paxton,6
1774,sued,1
1775,revised,2
1776,eligibility,2
1777,comply,1
1778,ban,2
1779,biological,3
1780,male,1
1781,ineligible,1
1782,compete,6
1783,category,1
1784,activists,1
1785,enforce,1
1786,joined,2
1787,collegiate,1
1788,player,1
1789,brooke,2
