,word,frequency
752,front,4
753,doors,1
754,morgan,17
755,familiar,4
756,face,18
757,neighborhood,6
758,pager,1
759,alerted,1
760,shooting,5
761,violence,32
762,prevention,7
763,professional,9
764,risk,15
765,intervention,13
766,mentoring,1
767,program,21
768,aim,16
769,gun,19
770,patients,9
771,day,62
772,traumatic,2
773,experience,8
774,better,15
775,want,30
776,today,17
777,manager,4
778,linked,10
779,launched,13
780,2010,4
781,partnership,2
782,nonprofit,3
783,youth,5
784,expanded,1
785,include,5
786,children,12
787,colorado,15
788,dozens,2
789,country,21
790,uncover,1
791,economic,13
792,factors,5
793,someone,9
794,ending,3
795,er,2
796,bullet,5
797,wound,3
798,inadequate,1
799,housing,7
800,feeling,10
801,unsafe,3
802,example,5
803,approach,4
804,stopping,3
805,success,1
806,san,9
807,francisco,2
808,fourfold,1
809,violent,4
810,injury,8
811,recidivism,1
812,rates,36
813,executive,23
814,orders,5
815,calling,4
816,biden,9
817,policies,8
818,trillions,1
819,dollars,7
820,grants,6
821,loans,15
822,created,14
823,uncertainty,10
824,funding,22
825,organizers,1
826,fine,1
827,looking,4
828,shore,1
829,alternative,5
830,worried,2
831,domino,1
832,fall,8
833,going,57
834,impact,9
835,us,39
836,lot,21
837,unknowns,1
838,john,95
839,torres,1
840,associate,6
841,director,19
842,oakland,2
843,california,13
844,data,23
845,shows,7
846,became,14
847,leading,3
848,cause,11
849,death,26
850,young,11
851,adults,3
852,start,17
853,decade,4
854,tied,5
855,48,15
856,deaths,3
857,ages,2
858,2022,15
859,pediatric,1
860,trauma,4
861,surgeon,4
862,chethan,1
863,sathya,2
864,institutes,1
865,funded,9
866,firearms,2
867,statistics,4
868,show,19
869,ignored,1
870,issue,7
871,killing,8
872,puts,2
873,heightened,2
874,ones,3
875,goes,3
876,significantly,1
877,2006,2
878,study,16
879,journal,7
880,infection,4
881,critical,5
882,li,3
883,medicine,10
884,physician,2
885,medical,14
886,ideal,2
887,setting,8
888,intervene,2
889,working,13
890,reverse,1
891,engineer,4
892,patient,2
893,injuries,5
894,seeing,10
895,patching,1
896,exact,6
897,circumstances,3
898,hurt,2
899,address,11
900,determinants,1
901,try,6
902,equation,1
903,might,29
904,mean,12
905,solutions,3
906,gunshot,2
907,victims,7
908,otherwise,2
909,seek,11
910,retaliation,3
911,davis,2
912,helping,7
913,relocate,1
914,area,12
915,allowing,4
916,gain,3
917,shifting,2
918,energy,23
919,education,35
920,therapy,15
921,whatever,5
922,particular,4
923,individual,7
924,outreach,4
925,meet,6
926,bedsides,1
927,worker,2
928,calls,13
929,tough,4
930,nonjudgmental,1
931,conversation,9
932,uses,4
933,access,11
934,resources,4
935,need,26
936,navigate,2
937,biggest,3
938,challenges,4
939,discharged,1
940,returning,4
941,school,31
942,finding,9
943,attend,3
944,court,71
945,proceedings,2
946,assist,1
947,transportation,5
948,appointments,1
949,capacity,4
950,interdependent,1
951,client,2
952,grown,2
953,full,19
954,time,105
955,year,81
956,opened,6
957,reach,9
958,clinic,4
959,points,9
960,community,15
961,provides,4
962,kits,1
963,physical,11
964,behavioral,1
965,mental,6
966,occupational,1
967,coming,14
968,months,39
969,add,3
970,removal,1
971,growing,7
972,movement,2
973,clinics,1
974,st,5
975,louis,3
976,ginny,1
977,mccarthy,1
978,assistant,3
979,surgery,7
980,described,4
981,holistic,1
982,treatment,6
983,single,11
984,location,4
985,building,9
986,trust,3
987,providers,1
988,communities,4
989,color,2
990,historically,3
991,experienced,5
992,racial,1
993,biases,1
994,caught,5
995,crossfire,1
996,1994,4
997,cited,1
998,nation,12
999,inspired,3
1000,alliance,4
1001,network,5
1002,initiated,1
1003,advance,3
1004,counted,1
1005,74,1
1006,membership,1
1007,fatimah,1
1008,loren,1
1009,dreier,3
1010,compared,5
1011,role,19
1012,addressing,2
1013,preventing,2
1014,infectious,1
1015,disease,11
1016,cholera,1
1017,spreads,2
1018,sanitation,1
1019,places,4
1020,aggregate,1
1021,serves,1
1022,kaiser,2
1023,permanente,1
1024,center,12
1025,identifies,2
1026,tracks,1
1027,patterns,2
1028,spread,3
1029,society,1
1030,deploy,3
1031,outcomes,2
1032,everybody,13
1033,member,3
1034,offers,2
1035,technical,3
1036,assistance,8
1037,training,5
1038,successfully,4
1039,petitioned,1
1040,eligible,3
1041,traditional,5
1042,insurance,3
1043,reimbursement,2
1044,2021,6
1045,joe,6
1046,action,8
1047,door,5
1048,use,29
1049,medicaid,5
1050,passed,5
1051,legislation,1
1052,establishing,3
1053,benefit,8
1054,summer,5
1055,general,17
1056,vivek,1
1057,murthy,1
1058,declared,2
1059,crisis,8
1060,bipartisan,2
1061,safer,3
1062,act,13
1063,earmarked,1
1064,billion,11
1065,wide,6
1066,array,3
1067,early,18
1068,order,11
1069,instructing,1
1070,attorney,8
1071,conduct,7
1072,number,14
1073,appears,1
1074,defunct,1
1075,recent,13
1076,moves,4
1077,freeze,6
1078,receive,9
1079,receives,1
1080,operating,5
1081,rest,5
1082,crime,13
1083,mid,5
1084,affected,4
1085,current,8
1086,hoping,3
1087,voter,1
1088,ammunition,2
1089,excise,1
1090,tax,10
1091,generate,2
1092,39,1
1093,annually,2
1094,victim,6
1095,source,4
1096,revenues,1
1097,fully,4
1098,flow,4
1099,2026,2
1100,allocated,1
1101,catherine,1
1102,velopulos,2
1103,aurora,1
1104,interruption,1
1105,difficult,4
1106,reassured,1
1107,kind,18
1108,oversimplify,1
1109,problem,4
1110,rid,1
1111,guns,3
1112,stop,8
1113,matter,9
1114,anyway,1
1115,scared,2
1116,arm,3
1117,newsroom,4
1118,produces,4
1119,depth,3
1120,journalism,6
1121,issues,9
1122,core,5
1123,independent,12
1124,polling,2
1125,formerly,1
1126,khn,1
1127,aimee,7
1128,picchi,7
1129,edited,9
1130,alain,5
1131,sherter,5
1132,11,14
1133,security,35
1134,ssa,9
1135,reinstating,1
1136,recover,4
1137,overpayments,9
1138,beneficiaries,7
1139,abandoned,8
1140,outcry,2
1141,practice,7
1142,americans,15
1143,shock,4
1144,bills,4
1145,amounting,1
1146,thousands,7
1147,late,12
1148,friday,18
1149,default,1
1150,overpayment,6
1151,withholding,4
1152,rate,35
1153,recipients,1
1154,monthly,6
1155,level,6
1156,reform,2
1157,required,7
1158,claw,1
1159,overpaid,3
1160,benefits,9
1161,backlash,1
1162,recovery,7
1163,capped,1
1164,checks,3
1165,cover,6
1166,remain,9
1167,supplemental,1
1168,income,13
1169,low,17
1170,seniors,2
1171,disabled,1
1172,automatically,4
1173,placed,3
1174,payment,2
1175,clawback,3
1176,sparked,2
1177,instances,2
1178,hit,16
1179,surprise,1
1180,demanded,2
1181,repayment,7
1182,days,34
1183,tens,3
1184,bill,15
1185,dock,1
1186,entire,8
1187,leaving,5
1188,financially,2
1189,destitute,1
1190,minutes,10
1191,media,14
1192,outlets,9
1193,fault,4
1194,inspector,14
1195,73,1
1196,lack,4
1197,effective,2
1198,controls,1
1199,computation,1
1200,accuracy,1
1201,acting,7
1202,commissioner,3
1203,lee,4
1204,dudek,1
1205,duty,2
1206,revise,1
1207,significant,7
1208,responsibility,2
1209,stewards,1
1210,funds,12
1211,raising,3
1212,amount,8
1213,recovered,6
1214,pays,2
1215,trillion,3
1216,revised,2
1217,financial,17
1218,hardships,1
1219,faced,5
1220,committee,6
1221,protect,11
1222,medicare,4
1223,ostensibly,1
1224,taken,13
1225,cut,10
1226,costs,19
1227,needlessly,1
1228,punishes,1
1229,notices,1
1230,usually,4
1231,spokesperson,7
1232,advocacy,2
1233,result,10
1234,shannon,1
1235,benton,1
1236,citizens,2
1237,league,5
1238,recouping,1
1239,improper,1
1240,immediate,3
1241,toll,2
1242,older,4
1243,payments,5
1244,especially,3
1245,unfair,1
1246,external,1
1247,manage,3
1248,finances,1
1249,track,6
1250,told,70
1251,moneywatch,8
1252,email,7
1253,aware,1
1254,suddenly,3
1255,reversal,1
1256,undergoing,1
1257,widespread,4
1258,reorganization,1
1259,disrupt,1
1260,delay,2
1261,customer,1
1262,delays,4
1263,longer,13
1264,waits,1
1265,qualify,4
1266,campaign,5
1267,trail,1
1268,touch,3
1269,repeated,3
1270,sunday,30
1271,fox,3
1272,although,9
1273,wants,7
1274,root,2
1275,fraud,4
1276,250,1
1277,old,29
1278,tremendous,3
1279,referring,2
1280,false,1
1281,beyond,5
1282,human,5
1283,lifespan,1
1284,receiving,2
1285,subject,6
1286,closing,5
1287,field,10
1288,across,23
1289,wait,4
1290,possibly,2
1291,travel,10
1292,farther,1
1293,resolve,1
1294,covers,11
1295,business,13
1296,personal,11
1297,finance,9
1298,worked,19
1299,bloomberg,3
1300,written,14
1301,usa,3
1302,consumer,17
1303,reports,8
1304,scott,30
1305,pelley,2
1306,aliza,4
1307,chasan,3
1308,maria,1
1309,gavrilovic,1
1310,alex,1
1311,ortiz,1
1312,hampton,1
1313,dellinger,19
1314,head,18
1315,counsel,9
1316,warns,1
1317,ouster,1
1318,watchdog,4
1319,threatens,1
1320,oversight,9
1321,handled,5
1322,employee,4
1323,complaints,3
1324,whistleblowers,3
1325,removed,3
1326,ethics,3
1327,overseeing,1
1328,rules,3
1329,disclosures,1
1330,branch,7
1331,17,12
1332,inspectors,3
1333,auditors,3
1334,appointed,3
1335,abuses,1
1336,waste,6
1337,mismanagement,1
1338,anymore,4
1339,generals,5
1340,gone,11
1341,watchdogs,3
1342,behalf,4
1343,taxpayers,2
1344,military,16
1345,veterans,7
1346,pushed,5
1347,watergate,1
1348,scandal,1
1349,nixon,1
1350,congress,22
1351,set,23
1352,audit,1
1353,ensure,6
1354,guarded,1
1355,independence,4
1356,politics,10
1357,powerful,2
1358,punish,1
1359,enemies,1
1360,hide,3
1361,fiascos,1
1362,reporters,7
1363,air,6
1364,firing,8
1365,standard,13
1366,thing,14
1367,en,2
1368,masse,1
1369,44,3
1370,1981,2
1371,brand,2
1372,ronald,1
1373,reagan,1
1374,15,13
1375,wanted,18
1376,fullest,1
1377,confidence,3
1378,congressional,4
1379,pushback,2
1380,rehired,1
1381,relation,3
1382,name,6
1383,prosecuted,2
1384,nearly,14
1385,go,37
1386,problems,7
1387,feared,2
1388,reporting,6
1389,supervisors,1
1390,wrong,9
1391,inside,10
1392,safe,15
1393,110,1
1394,owed,1
1395,uncovered,2
1396,overprescription,1
1397,opioids,2
1398,va,2
1399,democrat,2
1400,senate,6
1401,non,3
1402,partisan,2
1403,filed,8
1404,top,12
1405,departments,1
1406,defense,23
1407,labor,9
1408,aid,32
1409,international,18
1410,development,8
1411,martin,10
1412,weeks,20
1413,policed,1
1414,billions,6
1415,spending,12
1416,stopped,4
1417,moving,9
1418,chaos,1
1419,mass,7
1420,usaid,13
1421,warned,2
1422,food,16
1423,spoil,1
1424,various,5
1425,decades,9
1426,stayed,4
1427,usual,2
1428,administrations,1
1429,45,6
1430,different,17
1431,chosen,2
1432,apolitical,1
1433,nonpartisan,1
1434,respected,1
1435,requires,2
1436,notice,2
1437,removing,4
1438,substantive,1
1439,rationale,1
1440,detailed,2
1441,specific,7
1442,reasons,5
1443,termination,2
1444,reason,11
1445,whose,6
1446,supposed,6
1447,2029,1
1448,via,2
1449,course,8
1450,flatly,1
1451,inconsistent,1
1452,terminated,1
1453,sued,2
1454,every,30
1455,respects,1
1456,presidency,1
1457,knew,12
1458,directive,2
1459,unlawful,4
1460,ultimately,7
1461,argued,8
1462,put,14
1463,rogue,1
1464,authority,4
1465,objections,1
1466,week,35
1467,gave,6
1468,legal,4
1469,fight,7
1470,appeals,7
1471,taking,12
1472,supreme,16
1473,whistleblower,2
1474,devastated,2
1475,cathy,1
1476,harris,20
1477,board,7
1478,hears,2
1479,laying,4
1480,left,30
1481,avenue,1
1482,appeal,3
1483,blocked,2
1484,temporarily,2
1485,though,17
1486,judge,9
1487,earlier,12
1488,hearing,3
1489,given,11
1490,swore,1
1491,oath,1
1492,constitution,2
1493,fulfill,1
1494,2028,1
1495,deeply,3
1496,civil,6
1497,mirror,1
1498,walk,8
1499,kligerman,3
1500,represented,3
1501,impeachment,1
1502,actions,9
1503,intentional,1
1504,dismantling,2
1505,umpires,1
1506,effectively,3
1507,neuter,1
1508,nowhere,3
1509,big,17
1510,deal,4
1511,often,9
1512,final,10
1513,restore,2
1514,employment,4
1515,illegally,1
1516,talent,1
1517,integrity,2
1518,losses,4
1519,aside,1
1520,accordance,1
1521,investigated,3
1522,agriculture,2
1523,pause,2
1524,grounds,1
1525,recommended,1
1526,consider,11
1527,following,22
1528,remove,3
1529,able,18
1530,takes,7
1531,uphold,1
1532,afraid,4
1533,moment,5
1534,somebody,5
1535,fears,1
1536,forward,6
1537,always,12
1538,dependent,2
1539,graces,1
1540,protection,5
1541,republican,10
1542,largely,4
1543,backed,3
1544,agenda,3
1545,speaking,6
1546,relied,3
1547,findings,2
1548,audits,1
1549,investigations,3
1550,aggressive,4
1551,deafening,1
1552,silence,1
1553,far,13
1554,worries,1
1555,regained,1
1556,moved,13
1557,come,25
1558,assume,1
1559,replace,4
1560,choice,7
1561,treasury,6
1562,pick,5
1563,turn,10
1564,ig,1
1565,awarded,1
1566,journalists,1
1567,2004,6
1568,2024,23
1569,25,7
1570,season,7
1571,21st,1
1572,major,11
1573,awards,2
1574,earned,6
1575,tenure,2
1576,venerable,1
1577,newsmagazine,1
1578,december,12
1579,58,1
1580,cayley,10
1581,mandadi,26
1582,19,7
1583,typical,1
1584,texas,9
1585,teenager,3
1586,navigating,1
1587,life,40
1588,sports,7
1589,boys,1
1590,friends,13
1591,heart,10
1592,love,13
1593,mother,12
1594,happy,2
1595,trusting,1
1596,warm,4
1597,smiling,2
1598,sophomore,1
1599,studying,2
1600,communications,6
1601,trinity,5
1602,small,20
1603,liberal,1
1604,arts,3
1605,college,12
1606,antonio,3
1607,2017,6
1608,felt,4
1609,fitting,1
1610,joined,14
1611,sorority,1
1612,cheerleading,1
1613,dated,1
1614,student,20
1615,football,1
1616,player,3
1617,jett,2
1618,birchum,6
1619,freshman,2
1620,relationship,8
1621,man,17
1622,22,13
1623,mark,7
1624,howerton,29
1625,star,12
1626,high,22
1627,baseball,2
1628,visited,2
1629,campus,4
1630,met,13
1631,october,9
1632,friendship,1
1633,turned,16
1634,romantic,4
1635,quickly,9
1636,rocky,1
1637,police,57
1638,tore,2
1639,apart,3
1640,dorm,1
1641,argument,8
1642,reportedly,2
1643,threw,2
1644,clothes,2
1645,trees,2
1646,cracked,1
1647,sliding,1
1648,glass,1
1649,smashed,1
1650,laptop,1
1651,scene,9
1652,banned,2
1653,weekend,3
1654,attended,3
1655,mala,3
1656,luna,3
1657,music,12
1658,festival,7
1659,couple,11
1660,mdma,1
1661,drug,5
1662,molly,1
1663,ecstasy,1
1664,photo,72
1665,oct,10
1666,29,6
1667,sometime,4
1668,p,5
1669,ex,1
1670,boyfriend,1
1671,continued,8
1672,argue,2
1673,car,19
1674,eventually,9
1675,parking,1
1676,rough,2
1677,sex,6
1678,breathing,1
1679,point,12
1680,brought,13
1681,arrived,3
1682,passenger,2
1683,seat,5
1684,naked,2
1685,unconscious,2
1686,paramedic,1
1687,testified,4
1688,saw,13
1689,multiple,14
1690,bruises,2
1691,legs,1
1692,started,17
1693,cpr,1
1694,doctors,2
1695,save,2
1696,officers,5
1697,interviewed,5
1698,night,16
1699,autopsy,6
1700,released,13
1701,showed,10
1702,blunt,1
1703,labeled,2
1704,homicide,2
1705,arrested,11
1706,charged,11
1707,murder,28
1708,sexual,12
1709,assault,3
1710,pleaded,3
1711,guilty,8
1712,bail,2
1713,2019,9
1714,went,31
1715,trial,23
1716,meets,1
1717,eye,1
1718,things,16
1719,seem,5
1720,hunter,2
1721,hours,22
1722,jury,10
1723,witnessed,2
1724,intense,2
1725,trying,8
1726,create,7
1727,space,32
1728,hook,2
1729,shoulder,2
1730,pull,3
1731,closer,2
1732,cross,3
1733,examination,3
1734,grilled,1
1735,originally,2
1736,stand,4
1737,admitted,5
1738,misleading,1
1739,testifying,1
1740,actually,8
1741,presents,1
1742,theory,1
1743,sustained,1
1744,organ,1
1745,donation,1
1746,process,12
1747,professionals,4
1748,desperately,1
1749,revive,2
1750,times,27
1751,broke,5
1752,ribs,1
1753,bruised,1
1754,body,29
1755,deliberations,1
1756,notified,1
1757,mistrial,1
1758,prosecutors,10
1759,planned,12
1760,retry,1
1761,alison,2
1762,steele,10
1763,pictured,4
1764,stepfather,2
1765,lawrence,2
1766,baitland,8
1767,decided,7
1768,showing,3
1769,bruise,2
1770,shape,1
1771,dot,2
1772,ear,4
1773,larger,8
1774,fatal,2
1775,reached,2
1776,driver,3
1777,drove,3
1778,window,2
1779,onto,5
1780,lock,4
1781,button,8
1782,posed,2
1783,mercedes,2
1784,killed,18
1785,photos,8
1786,posing,1
1787,photographed,2
1788,holding,5
1789,images,5
1790,match,3
1791,near,10
1792,perfect,2
1793,emboldened,1
1794,nasa,22
1795,constructed,1
1796,3d,1
1797,model,6
1798,layered,1
1799,killer,3
1800,bailtland,1
1801,tracked,1
1802,convinced,3
