,word,frequency
178,deals,2
179,gifts,2
180,outdoors,2
181,pets,2
182,crossword,4
183,jumble,2
184,photo,3
185,shuffle,2
186,sudoblock,2
187,sudoku,2
188,quiz,2
189,photos,6
190,investigations,3
191,profiles,2
192,leadership,2
193,updates,8
194,trump,20
195,presidency,1
196,im,1
197,moon,4
198,landing,1
199,spacex,3
200,launch,1
201,trending,1
202,department,2
203,education,2
204,rep,5
205,al,4
206,green,3
207,401,2
208,k,2
209,seed,1
210,oils,1
211,millie,3
212,bobby,3
213,brown,3
214,hold,2
215,biweekly,1
216,cabinet,1
217,sessions,1
218,musk,7
219,show,12
220,getty,19
221,images,20
222,president,2
223,pushed,1
224,precise,1
225,approach,1
226,federal,2
227,workforce,1
228,cuts,2
229,rebuffed,1
230,idea,1
231,elon,3
232,doge,1
233,moving,1
234,quickly,1
235,analysis,11
236,plan,1
237,government,1
238,maximum,1
239,get,2
240,away,1
241,administration,1
242,reopen,1
243,large,1
244,migrant,1
245,family,2
246,detention,2
247,center,3
248,texas,5
249,pick,1
250,lead,1
251,fda,1
252,tells,1
253,senators,1
254,look,1
255,abortion,1
256,pill,2
257,vaccine,1
258,advisers,1
259,26,4
260,sénat,1
261,via,2
262,youtube,1
263,french,1
264,politician,1
265,takes,1
266,aim,1
267,3,5
268,24,3
269,jaw,1
270,dropped,2
271,canadian,2
272,official,1
273,interview,1
274,stuns,1
275,amanpour,1
276,drago,1
277,bloomberg,2
278,crisis,1
279,responders,1
280,answer,1
281,veterans,1
282,hotline,1
283,warn,2
284,lapse,1
285,amanda,1
286,loman,1
287,ap,5
288,file,6
289,tariffs,4
290,include,1
291,lumber,1
292,pushing,2
293,cut,2
294,american,1
295,trees,1
296,instead,2
297,wall,2
298,street,2
299,rocky,1
300,week,6
301,continues,1
302,tariff,2
303,uncertainty,1
304,delays,1
305,mexico,3
306,canada,3
307,april,1
308,jack,1
309,daniel,1
310,parent,1
311,company,3
312,says,5
313,pulling,1
314,booze,1
315,shelves,1
316,even,1
317,worse,1
318,jabin,1
319,botsford,1
320,washington,1
321,post,2
322,turning,1
323,back,2
324,trying,2
325,take,3
326,america,3
327,private,2
328,starlink,1
329,could,2
330,soon,1
331,tap,1
332,42,1
333,billion,2
334,program,1
335,source,1
336,curated,1
337,channel,1
338,covering,1
339,major,1
340,events,1
341,across,2
342,showcasing,1
343,impactful,1
344,stories,2
345,day,2
346,joe,1
347,skipper,1
348,reuters,4
349,launches,1
350,eighth,1
351,test,1
352,flight,2
353,starship,2
354,megarocket,1
355,explosive,1
356,7,1
357,brandon,1
358,bell,1
359,lost,1
360,contact,1
361,spacecraft,3
362,subscribers,4
363,christian,1
364,charisius,1
365,dpa,1
366,picture,1
367,alliance,1
368,running,2
369,time,3
370,experts,3
371,ready,1
372,host,1
373,cup,1
374,unless,1
375,changes,1
376,made,3
377,0,9
378,chinese,1
379,unveils,1
380,skinny,1
381,smartphone,1
382,see,3
383,looks,2
384,like,4
385,top,2
386,robert,1
387,alexander,1
388,walgreens,1
389,going,2
390,deal,1
391,based,1
392,team,2
393,scrambling,1
394,learn,1
395,status,2
396,lander,2
397,decapitalized,1
398,really,3
399,quick,1
400,distributor,1
401,voices,1
402,concerns,2
403,33,2
404,newsom,1
405,trans,1
406,athletes,1
407,playing,1
408,women,1
409,deeply,1
410,unfair,1
411,split,1
412,democrats,4
413,13,1
414,year,7
415,old,2
416,honored,1
417,ran,1
418,white,1
419,house,6
420,request,1
421,48,1
422,new,7
423,zealand,1
424,envoy,1
425,uk,1
426,fired,2
427,questioning,1
428,knowledge,1
429,history,1
430,yelling,1
431,match,1
432,breaks,1
433,james,2
434,comer,1
435,ayanna,1
436,pressley,1
437,41,1
438,capitol,1
439,hill,1
440,10,4
441,join,1
442,gop,1
443,censuring,1
444,protest,1
445,kennedy,2
446,touts,1
447,unconventional,2
448,therapies,1
449,measles,4
450,linked,2
451,disciplined,1
452,doctor,2
453,moment,3
454,sing,1
455,defy,1
456,johnson,1
457,floor,1
458,59,1
459,russian,1
460,propaganda,1
461,changed,1
462,tune,1
463,ukrainian,1
464,officials,2
465,meet,1
466,next,1
467,saudi,2
468,arabia,2
469,eu,2
470,leaders,1
471,another,1
472,crucial,1
473,summit,1
474,key,1
475,difference,1
476,adobe,1
477,stock,1
478,robot,2
479,recruiters,2
480,ai,3
481,helping,2
482,decide,2
483,gets,2
484,hired,2
485,mar,3
486,4,1
487,2025,6
488,met,2
489,hiking,2
490,fell,3
491,love,5
492,months,2
493,later,3
494,diagnosed,2
495,cancer,3
496,sarah,2
497,morris,2
498,metoo,2
499,go,2
500,6,1
501,kai,1
502,eiselein,1
503,pool,1
504,details,1
505,idaho,1
506,student,1
507,killings,1
508,suspect,1
509,bryan,1
510,kohberger,1
511,revealed,2
512,unsealed,1
513,court,3
514,filing,1
515,susan,1
516,walsh,1
517,judge,1
518,rules,3
519,adnan,1
520,syed,1
521,remain,1
522,free,2
523,granting,1
524,motion,1
525,sentence,1
526,reduction,1
527,ben,1
528,shapiro,1
529,consider,2
530,pardoning,1
531,derek,1
532,chauvin,1
533,play,1
534,check,2
535,anna,1
536,moneymaker,1
537,busy,1
538,might,2
539,missed,2
540,38,4
541,bridgewater,1
542,pd,1
543,dramatic,1
544,police,1
545,officer,1
546,pulls,1
547,man,1
548,burning,1
549,car,1
550,nortonrsx,1
551,istockphoto,1
552,common,1
553,vaginal,1
554,condition,1
555,std,1
556,study,2
557,finds,2
558,gallery,9
559,jordan,3
560,pettitt,2
561,pa,2
562,ashley,1
563,killough,1
564,inside,1
565,perfect,2
566,storm,1
567,deadly,1
568,outbreak,1
569,xavierarnau,1
570,e,3
571,anti,1
572,dei,1
573,actions,1
574,clear,1
575,expect,1
576,change,2
577,alex,1
578,platt,1
579,ecuador,1
580,largest,1
581,city,1
582,gangs,1
583,drugs,1
584,people,1
585,flee,1
586,best,6
587,class,1
588,ego,2
589,amazon,3
590,welcomes,1
591,spring,5
592,299,1
593,tested,3
594,electric,1
595,mowers,1
596,lawn,1
597,tools,3
598,planes,1
599,favorite,1
600,pillow,2
601,help,2
602,denim,1
603,jackets,1
604,staple,1
605,ones,1
606,12,3
607,comforters,1
608,round,1
609,use,2
610,36,1
611,comfortable,1
612,shoes,1
613,keep,1
614,supported,1
615,elevate,1
616,outfits,1
617,according,2
618,expert,2
619,backed,1
620,guides,1
621,jill,1
622,waldbieser,1
623,put,1
624,popular,1
625,cookware,1
626,sets,1
627,rigorous,1
628,testing,1
629,easily,1
630,hot,1
631,sleeper,2
632,adjustable,1
633,cooling,1
634,feels,1
635,ac,1
636,head,1
637,apple,1
638,tiny,2
639,mac,1
640,mini,1
641,price,1
642,70,1
643,products,1
644,sale,1
645,slept,1
646,11,1
647,mattresses,1
648,suit,1
649,every,1
650,type,1
651,cleaning,2
652,without,1
653,chip,1
654,somodevilla,1
655,employers,1
656,jobs,1
657,last,2
658,month,1
659,february,1
660,since,1
661,2009,1
662,businesses,1
663,struggling,1
664,forth,1
665,albania,1
666,shuts,1
667,tiktok,1
668,amid,1
669,violence,1
670,among,1
671,children,1
672,well,2
673,due,1
674,market,1
675,gains,1
676,deserve,1
677,credit,1
678,lucas,1
679,jackson,1
680,prosecutors,1
681,allege,1
682,sean,1
683,diddy,1
684,combs,1
685,forced,1
686,employee,1
687,engage,1
688,sex,1
689,act,1
690,amended,1
691,indictment,1
692,reveals,3
693,actually,1
694,stage,1
695,name,1
696,built,1
697,bipartisan,1
698,room,1
699,art,1
700,happens,1
701,divided,1
702,dolly,1
703,parton,1
704,thanks,2
705,wishers,1
706,honors,1
707,late,1
708,husband,1
709,carl,1
710,dean,1
711,intuitive,2
712,machines,2
713,athena,1
714,surface,2
715,unclear,1
716,farthest,1
717,earth,1
718,shutting,1
719,instruments,1
720,interstellar,1
721,archaeologists,1
722,uncovered,1
723,cache,1
724,million,1
725,bone,1
726,determine,1
727,firefly,2
728,shares,1
729,blue,2
730,ghost,2
731,nail,1
732,biting,1
733,descent,1
734,lunar,1
735,renee,1
736,evans,1
737,experienced,1
738,woman,1
739,traveling,1
740,scientists,2
741,say,3
742,stunning,2
743,ancient,1
744,lake,1
745,mars,2
746,disney,1
747,biggest,1
748,ship,1
749,yet,1
750,maiden,1
751,voyage,1
752,aboard,1
753,hike,1
754,got,1
755,flying,1
756,still,1
757,safe,2
758,helmut,1
759,newton,1
760,foundation,1
761,polaroid,1
762,cindy,1
763,crawford,1
764,1991,1
765,swimwear,1
766,shoot,1
767,responds,1
768,articles,1
769,criticizing,1
770,appearance,1
771,double,1
772,edged,1
773,sword,1
774,liu,1
775,jiakun,1
776,claims,1
777,prize,1
778,break,1
779,designers,1
780,risks,1
781,milan,1
782,red,2
783,carpet,1
784,oscars,1
785,wellness,1
786,ascentxmedia,1
787,wear,1
788,affect,1
789,feel,1
790,er,1
791,would,1
792,everyone,1
793,stop,1
794,sperm,1
795,quality,1
796,living,1
797,longer,2
798,divorce,1
799,therapists,1
800,attorneys,1
801,weigh,1
802,saul,1
803,loeb,1
804,afp,1
805,voted,1
806,censure,1
807,preparing,1
808,order,1
809,dismantle,1
810,special,1
811,counsel,1
812,drops,1
813,lawsuit,1
814,avoiding,1
815,potential,1
816,supreme,1
817,grant,1
818,power,1
819,fact,1
820,wildly,1
821,exaggerates,1
822,trade,2
823,deficits,1
824,bsip,1
825,universal,1
826,group,2
827,investigate,1
828,cause,1
829,death,2
830,resident,1
831,positive,1
832,three,1
833,friends,1
834,found,2
835,dead,1
836,watching,1
837,chiefs,1
838,game,1
839,men,1
840,face,2
841,charges,1
842,case,2
843,strong,1
844,winds,1
845,send,1
846,customs,1
847,blimp,1
848,nearly,1
849,600,1
850,miles,1
851,ultrasound,1
852,needed,1
853,abortions,1
854,wyoming,1
855,lawmakers,1
856,override,1
857,veto,1
858,ayman,1
859,alhesi,1
860,anadolu,1
861,directly,1
862,talking,1
863,palestinian,1
864,militant,1
865,want,1
866,fighting,1
867,gazans,1
868,israeli,1
869,aid,1
870,blockade,1
871,france,2
872,protecting,1
873,european,2
874,allies,1
875,nuclear,1
876,arsenal,1
877,macron,1
878,south,1
879,korean,1
880,fighter,1
881,jets,1
882,accidentally,1
883,bomb,1
884,homes,1
885,injuring,1
886,15,1
887,civilians,1
888,maga,1
889,country,2
890,rein,1
891,storage,1
892,habits,1
893,nfl,2
894,ideas,1
895,create,1
896,cap,1
897,teams,1
898,eli,1
899,manning,1
900,challenges,1
901,caitlin,1
902,clark,1
903,pop,1
904,shot,1
905,wta,1
906,offer,1
907,tennis,1
908,players,1
909,paid,3
910,maternity,1
911,leave,1
912,combine,1
913,prospect,1
914,rankings,1
915,happy,1
916,gilmore,1
917,release,1
918,date,1
919,la,1
920,times,1
921,juvenile,1
922,officers,1
923,standing,1
924,teens,1
925,fight,1
926,35,2
927,kyw,1
928,former,1
929,tallest,1
930,fastest,2
931,roller,1
932,coaster,1
933,imploded,1
934,39,2
935,evan,1
936,brodsky,1
937,monterey,1
938,bay,1
939,whale,1
940,rare,1
941,super,1
942,pod,1
943,000,2
944,dolphins,1
945,near,1
946,california,2
947,55,2
948,couple,1
949,wrote,1
950,came,1
951,comments,1
952,armando,1
953,rafael,1
954,moutela,1
955,network,4
956,dinners,1
957,fresh,1
958,flavorful,1
959,kate,1
960,mathis,1
961,lemon,1
962,desserts,1
963,entertaining,1
964,felix,1
965,leon,1
966,photography,1
967,shutterstock,1
968,plant,1
969,grow,1
970,sunflowers,1
971,discovery,2
972,aerospace,1
973,footage,1
974,touches,1
975,esa,1
976,mps,2
977,osiris,1
978,upd,1
979,lam,1
980,iaa,1
981,rssd,1
982,inta,1
983,upm,1
984,dasp,1
985,ida,1
986,2007,1
987,discovered,1
988,silvia,1
989,vacca,1
990,pompeii,2
991,sites,1
992,newly,1
993,frieze,1
994,wild,1
995,bacchanalian,1
996,rituals,1
997,report,1
998,vm,1
999,growing,1
1000,job,2
1001,chatgpt,1
1002,dado,1
1003,ruvic,1
1004,facebook,1
1005,enables,1
1006,gender,1
1007,discrimination,1
1008,human,1
1009,rights,2
1010,body,1
1011,michael,2
1012,nagle,1
1013,slew,1
1014,devices,1
1015,coming,1
1016,hardware,1
1017,chief,1
1018,strauss,1
1019,invision,1
1020,pictures,1
1021,academy,1
1022,awards,1
1023,kenna,1
1024,photographer,1
1025,ghosts,1
1026,venice,1
1027,eric,1
1028,guillemain,1
1029,behind,1
1030,scenes,1
1031,different,1
1032,side,1
1033,actors,1
1034,set,1
1035,partner,1
1036,giles,1
1037,clarke,1
1038,bolivian,1
1039,town,1
1040,place,1
1041,legally,1
1042,buy,1
1043,dynamite,1
1044,gene,1
1045,hackman,1
1046,dog,1
1047,misidentified,1
1048,authorities,1
1049,investigating,1
1050,actor,1
1051,island,1
1052,selling,1
1053,citizenship,1
1054,105,1
1055,save,1
1056,rising,1
1057,seas,1
1058,los,1
1059,angeles,1
1060,county,1
1061,sues,1
1062,southern,1
1063,edison,1
1064,alleging,1
1065,utility,1
1066,equipment,1
1067,sparked,1
1068,wildfire,1
1069,wore,1
1070,pink,1
1071,address,1
1072,matters,1
1073,vaccines,1
1074,rfk,1
1075,jr,1
1076,focuses,1
1077,treatments,1
1078,driving,1
1079,worries,1
1080,misinformation,1
1081,big,1
1082,bazooka,1
1083,german,1
1084,defense,1
1085,spending,1
1086,likely,1
1087,rise,1
1088,parties,1
1089,agree,1
1090,historic,1
1091,debt,1
1092,chet,1
1093,hanks,1
1094,may,1
1095,famous,1
1096,parents,1
1097,taken,1
1098,unlikely,1
1099,path,1
1100,stardom,1
1101,point,1
1102,aviation,1
1103,safety,1
1104,gold,1
1105,standard,1
1106,statements,1
1107,hearing,1
1108,terms,1
1109,privacy,1
1110,policy,1
1111,choices,1
1112,accessibility,1
1113,cc,1
1114,transcripts,1
1115,cable,2
1116,warner,1
1117,bros,1
1118,reserved,1
1119,sans,1
1120,2016,1
